order_id,customer_id,product_id,product_name,category,quantity,unit_price,total_price,status,country,created_at
ORD-0070,CUST-9750,PROD-028,Mechanical Keyboard,Electronics,5,85.53,427.65,confirmed,FR,2024-01-15 12:07:20
ORD-0071,CUST-9055,PROD-192,Casual Sneakers,Footwear,4,117.33,469.32,shipped,DE,2024-01-15 09:47:41
ORD-0072,CUST-5491,PROD-328,Sandals,Footwear,4,106.22,424.88,delivered,US,2024-01-15 12:43:12
ORD-0073,CUST-0966,PROD-304,Water Bottle,Sports,3,17.52,52.56,delivered,US,2024-01-15 13:50:24
ORD-0074,CUST-7209,PROD-317,Standing Desk Mat,Office,3,37.43,112.29,shipped,JP,2024-01-15 11:14:52
ORD-0075,CUST-6361,PROD-048,Insulated Tumbler,Kitchen,1,66.57,66.57,delivered,DE,2024-01-15 11:35:00
ORD-0076,CUST-8673,PROD-081,Trail Boots,Footwear,5,78.48,392.4,delivered,GB,2024-01-15 12:18:24
ORD-0077,CUST-9866,PROD-185,Yoga Mat,Sports,1,38.01,38.01,delivered,US,2024-01-15 12:51:19
ORD-0078,CUST-0450,PROD-360,Yoga Mat,Sports,4,30.16,120.64,pending,CA,2024-01-15 12:59:00
ORD-0079,CUST-1748,PROD-462,Scented Candle,Home,5,118.87,594.35,cancelled,KR,2024-01-15 12:16:45
ORD-0080,CUST-7684,PROD-073,Wireless Mouse,Electronics,3,45.81,137.43,confirmed,CA,2024-01-15 13:17:20
ORD-0081,CUST-7492,PROD-345,Standing Desk Mat,Office,1,38.45,38.45,confirmed,AU,2024-01-15 14:18:00
ORD-0082,CUST-2504,PROD-075,Ceramic Mug,Kitchen,3,145.24,435.72,shipped,SE,2024-01-15 13:38:56
ORD-0083,CUST-3103,PROD-403,Air Purifier,Home,2,25.64,51.28,delivered,BR,2024-01-15 10:11:25
ORD-0084,CUST-7850,PROD-066,Sticky Notes Pack,Office,2,50.43,100.86,shipped,CA,2024-01-15 13:03:48
ORD-0085,CUST-3551,PROD-340,Jump Rope,Sports,4,58.86,235.44,pending,GB,2024-01-15 11:59:25
ORD-0086,CUST-1631,PROD-251,Air Purifier,Home,1,137.84,137.84,pending,SE,2024-01-15 11:42:10
ORD-0087,CUST-7588,PROD-463,Foam Roller,Sports,3,25.77,77.31,shipped,JP,2024-01-15 10:56:54
ORD-0088,CUST-5442,PROD-010,Trail Boots,Footwear,5,53.07,265.35,cancelled,CA,2024-01-15 13:57:52
ORD-0089,CUST-0526,PROD-269,Insulated Tumbler,Kitchen,4,87.39,349.56,confirmed,BR,2024-01-15 10:29:49
ORD-0090,CUST-3485,PROD-426,Foam Roller,Sports,2,35.89,71.78,confirmed,BR,2024-01-15 12:10:30
ORD-0091,CUST-3445,PROD-453,Running Shoes,Footwear,2,92.66,185.32,shipped,KR,2024-01-15 12:48:10
ORD-0092,CUST-2284,PROD-284,Insulated Tumbler,Kitchen,2,137.69,275.38,delivered,AU,2024-01-15 14:21:48
ORD-0093,CUST-6375,PROD-292,Casual Sneakers,Footwear,3,45.88,137.64,shipped,BR,2024-01-15 11:47:51
ORD-0094,CUST-3066,PROD-330,Running Shoes,Footwear,4,41.57,166.28,shipped,BR,2024-01-15 12:21:38
ORD-0095,CUST-3431,PROD-299,Bluetooth Speaker,Electronics,2,75.72,151.44,shipped,US,2024-01-15 12:07:00
ORD-0096,CUST-3161,PROD-324,Sticky Notes Pack,Office,1,11.8,11.8,shipped,KR,2024-01-15 11:18:24
ORD-0097,CUST-9619,PROD-271,Resistance Bands,Sports,4,51.4,205.6,delivered,SG,2024-01-15 13:08:47
ORD-0098,CUST-2132,PROD-447,Scented Candle,Home,4,117.51,470.04,delivered,AU,2024-01-15 13:52:48
ORD-0099,CUST-0489,PROD-277,Resistance Bands,Sports,2,13.93,27.86,shipped,SG,2024-01-15 10:56:33
ORD-0100,CUST-8236,PROD-030,Desk Lamp,Home,5,132.12,660.6,confirmed,US,2024-01-15 13:38:20
ORD-0101,CUST-7626,PROD-253,Bluetooth Speaker,Electronics,1,26.63,26.63,cancelled,NL,2024-01-15 10:55:04
ORD-0102,CUST-6078,PROD-111,Air Purifier,Home,5,59.65,298.25,delivered,NL,2024-01-15 15:56:00
ORD-0103,CUST-2177,PROD-033,Blender,Kitchen,3,51.21,153.63,shipped,US,2024-01-15 14:50:17
ORD-0104,CUST-0410,PROD-303,Yoga Mat,Sports,3,11.73,35.19,delivered,JP,2024-01-15 14:07:28
ORD-0105,CUST-4990,PROD-072,Wall Clock,Home,5,50.55,252.75,pending,GB,2024-01-15 14:30:15
ORD-0106,CUST-7854,PROD-167,USB-C Hub,Electronics,4,124.29,497.16,delivered,US,2024-01-15 13:21:32
ORD-0107,CUST-1146,PROD-494,Notebook Set,Office,5,17.46,87.3,shipped,JP,2024-01-15 13:19:13
ORD-0108,CUST-0768,PROD-204,Trail Boots,Footwear,4,91.25,365.0,shipped,SE,2024-01-15 14:59:24
ORD-0109,CUST-9731,PROD-088,Casual Sneakers,Footwear,3,97.72,293.16,confirmed,JP,2024-01-15 15:55:58
ORD-0110,CUST-4711,PROD-273,Coffee Maker,Kitchen,2,103.04,206.08,shipped,AU,2024-01-15 14:17:40
ORD-0111,CUST-1932,PROD-218,Resistance Bands,Sports,5,57.53,287.65,confirmed,BR,2024-01-15 12:09:45
ORD-0112,CUST-5814,PROD-061,Coffee Maker,Kitchen,2,123.14,246.28,shipped,NL,2024-01-15 14:02:08
ORD-0113,CUST-0380,PROD-481,Desk Lamp,Home,3,49.03,147.09,pending,FR,2024-01-15 11:34:42
ORD-0114,CUST-4152,PROD-496,Mechanical Keyboard,Electronics,5,68.53,342.65,shipped,AU,2024-01-15 15:13:12
ORD-0115,CUST-7419,PROD-205,Running Shoes,Footwear,2,59.81,119.62,confirmed,BR,2024-01-15 14:40:35
ORD-0116,CUST-5331,PROD-443,Trail Boots,Footwear,5,90.68,453.4,confirmed,BR,2024-01-15 14:22:48
ORD-0117,CUST-8398,PROD-128,Scented Candle,Home,3,15.53,46.59,confirmed,JP,2024-01-15 14:37:48
ORD-0118,CUST-2028,PROD-013,Sticky Notes Pack,Office,5,39.37,196.85,confirmed,BR,2024-01-15 14:09:44
ORD-0119,CUST-5537,PROD-332,Air Purifier,Home,2,114.71,229.42,confirmed,DE,2024-01-15 16:15:50
ORD-0120,CUST-2570,PROD-363,Ceramic Mug,Kitchen,1,106.25,106.25,shipped,NL,2024-01-15 13:46:00
ORD-0121,CUST-2777,PROD-027,Air Purifier,Home,2,50.77,101.54,shipped,JP,2024-01-15 14:55:26
ORD-0122,CUST-3503,PROD-252,Notebook Set,Office,2,19.87,39.74,shipped,GB,2024-01-15 13:07:02
ORD-0123,CUST-6497,PROD-409,Insulated Tumbler,Kitchen,4,83.28,333.12,cancelled,KR,2024-01-15 18:12:57
ORD-0124,CUST-5329,PROD-319,Sandals,Footwear,5,64.17,320.85,delivered,CA,2024-01-15 14:22:20
ORD-0125,CUST-5043,PROD-174,Noise-Cancelling Earbuds,Electronics,4,68.29,273.16,delivered,NL,2024-01-15 16:07:30
ORD-0126,CUST-2031,PROD-222,Desk Lamp,Home,4,115.34,461.36,confirmed,JP,2024-01-15 17:27:00
ORD-0127,CUST-5230,PROD-435,Foam Roller,Sports,2,37.26,74.52,pending,CA,2024-01-15 17:44:12
ORD-0128,CUST-1633,PROD-251,Water Bottle,Sports,5,22.67,113.35,pending,SG,2024-01-15 15:49:20
ORD-0129,CUST-0992,PROD-322,Coffee Maker,Kitchen,3,60.55,181.65,confirmed,SG,2024-01-15 16:46:45
ORD-0130,CUST-9434,PROD-454,Foam Roller,Sports,4,67.18,268.72,delivered,GB,2024-01-15 14:01:50
ORD-0131,CUST-9607,PROD-236,Sticky Notes Pack,Office,5,34.14,170.7,confirmed,KR,2024-01-15 13:23:08
ORD-0132,CUST-3278,PROD-482,Monitor Light Bar,Electronics,4,183.71,734.84,confirmed,CA,2024-01-15 16:52:24
ORD-0133,CUST-4012,PROD-126,Foam Roller,Sports,2,47.21,94.42,shipped,US,2024-01-15 12:06:03
ORD-0134,CUST-5719,PROD-136,Throw Blanket,Home,4,73.16,292.64,pending,SE,2024-01-15 18:00:46
ORD-0135,CUST-5851,PROD-116,Insulated Tumbler,Kitchen,2,16.57,33.14,confirmed,AU,2024-01-15 18:39:00
ORD-0136,CUST-9700,PROD-360,Wireless Mouse,Electronics,5,93.39,466.95,confirmed,SE,2024-01-15 14:59:20
ORD-0137,CUST-7392,PROD-416,Wireless Mouse,Electronics,4,179.3,717.2,confirmed,SE,2024-01-15 12:15:44
ORD-0138,CUST-3735,PROD-363,Desk Lamp,Home,4,142.23,568.92,shipped,CA,2024-01-15 19:20:48
ORD-0139,CUST-2100,PROD-150,Notebook Set,Office,1,46.71,46.71,delivered,JP,2024-01-15 15:57:14
ORD-0140,CUST-8825,PROD-306,Standing Desk Mat,Office,2,40.87,81.74,confirmed,NL,2024-01-15 15:28:00
ORD-0141,CUST-3914,PROD-103,Bluetooth Speaker,Electronics,2,52.22,104.44,shipped,US,2024-01-15 14:20:42
ORD-0142,CUST-8648,PROD-035,Yoga Mat,Sports,5,26.82,134.1,pending,KR,2024-01-15 19:38:10
ORD-0143,CUST-8697,PROD-282,Wall Clock,Home,1,111.83,111.83,confirmed,CA,2024-01-15 18:50:39
ORD-0144,CUST-5582,PROD-411,Throw Blanket,Home,3,140.14,420.42,shipped,CA,2024-01-15 15:28:48
ORD-0145,CUST-1437,PROD-039,Blender,Kitchen,3,45.82,137.46,delivered,GB,2024-01-15 15:07:45
ORD-0146,CUST-7320,PROD-100,Standing Desk Mat,Office,3,26.54,79.62,shipped,JP,2024-01-15 12:49:34
ORD-0147,CUST-2371,PROD-196,Notebook Set,Office,4,20.63,82.52,delivered,SE,2024-01-15 14:34:27
ORD-0148,CUST-0643,PROD-277,Standing Desk Mat,Office,5,19.32,96.6,cancelled,AU,2024-01-15 13:25:36
ORD-0149,CUST-3781,PROD-320,Wireless Mouse,Electronics,1,40.44,40.44,pending,GB,2024-01-15 12:18:16
ORD-0150,CUST-6755,PROD-204,Wall Clock,Home,1,28.17,28.17,shipped,KR,2024-01-15 17:30:00
ORD-0151,CUST-1898,PROD-035,Notebook Set,Office,4,16.55,66.2,cancelled,US,2024-01-15 18:24:08
ORD-0152,CUST-1466,PROD-160,Notebook Set,Office,2,44.48,88.96,shipped,GB,2024-01-15 13:24:16
ORD-0153,CUST-9221,PROD-147,Running Shoes,Footwear,1,116.57,116.57,shipped,BR,2024-01-15 13:13:39
ORD-0154,CUST-5549,PROD-284,Wireless Mouse,Electronics,1,125.72,125.72,confirmed,DE,2024-01-15 12:01:16
ORD-0155,CUST-4461,PROD-230,USB-C Hub,Electronics,4,54.84,219.36,shipped,CA,2024-01-15 20:05:55
ORD-0156,CUST-8685,PROD-349,Monitor Light Bar,Electronics,2,195.95,391.9,confirmed,SE,2024-01-15 16:21:48
ORD-0157,CUST-0601,PROD-067,Notebook Set,Office,4,26.55,106.2,shipped,CA,2024-01-15 20:25:45
ORD-0158,CUST-0684,PROD-208,Noise-Cancelling Earbuds,Electronics,4,109.78,439.12,pending,SE,2024-01-15 15:30:18
ORD-0159,CUST-7879,PROD-156,Wall Clock,Home,1,156.97,156.97,confirmed,AU,2024-01-15 15:43:45
ORD-0160,CUST-8218,PROD-011,Mechanical Keyboard,Electronics,1,110.41,110.41,delivered,SG,2024-01-15 15:49:20
ORD-0161,CUST-9865,PROD-264,Sandals,Footwear,4,67.63,270.52,pending,SG,2024-01-15 12:09:33
ORD-0162,CUST-9870,PROD-477,Air Purifier,Home,3,124.18,372.54,pending,KR,2024-01-15 19:15:00
ORD-0163,CUST-8740,PROD-051,Running Shoes,Footwear,4,77.03,308.12,shipped,FR,2024-01-15 16:25:18
ORD-0164,CUST-6304,PROD-444,Resistance Bands,Sports,5,14.47,72.35,pending,CA,2024-01-15 19:20:36
ORD-0165,CUST-3476,PROD-276,Wall Clock,Home,3,33.18,99.54,pending,GB,2024-01-15 18:38:00
ORD-0166,CUST-4454,PROD-175,Throw Blanket,Home,1,12.54,12.54,shipped,SG,2024-01-15 16:12:28
ORD-0167,CUST-2509,PROD-354,Scented Candle,Home,5,140.65,703.25,confirmed,AU,2024-01-15 17:30:35
ORD-0168,CUST-1442,PROD-077,Insulated Tumbler,Kitchen,4,39.14,156.56,shipped,BR,2024-01-15 12:31:36
ORD-0169,CUST-3682,PROD-035,Resistance Bands,Sports,3,46.67,140.01,confirmed,KR,2024-01-15 21:03:02
ORD-0170,CUST-1770,PROD-240,Wireless Headphones,Electronics,2,33.4,66.8,pending,US,2024-01-15 19:34:10
ORD-0171,CUST-2834,PROD-292,Wireless Mouse,Electronics,3,134.25,402.75,confirmed,DE,2024-01-15 19:18:18
ORD-0172,CUST-4545,PROD-429,Monitor Light Bar,Electronics,2,44.27,88.54,confirmed,CA,2024-01-15 18:47:52
ORD-0173,CUST-0329,PROD-180,Casual Sneakers,Footwear,5,77.78,388.9,confirmed,US,2024-01-15 16:21:42
ORD-0174,CUST-7888,PROD-297,Air Purifier,Home,4,152.12,608.48,delivered,DE,2024-01-15 21:58:06
ORD-0175,CUST-7624,PROD-122,Casual Sneakers,Footwear,4,71.48,285.92,confirmed,CA,2024-01-15 21:30:50
ORD-0176,CUST-8395,PROD-028,Throw Blanket,Home,5,113.13,565.65,delivered,DE,2024-01-15 16:36:16
ORD-0177,CUST-3883,PROD-384,Air Purifier,Home,4,12.02,48.08,shipped,BR,2024-01-15 21:04:42
ORD-0178,CUST-3724,PROD-294,Resistance Bands,Sports,5,73.6,368.0,delivered,KR,2024-01-15 14:31:36
ORD-0179,CUST-2739,PROD-371,Standing Desk Mat,Office,1,6.34,6.34,confirmed,SE,2024-01-15 21:49:22
ORD-0180,CUST-6174,PROD-286,Casual Sneakers,Footwear,2,48.67,97.34,shipped,BR,2024-01-15 14:51:00
ORD-0181,CUST-4112,PROD-138,Trail Boots,Footwear,1,76.53,76.53,delivered,FR,2024-01-15 19:36:51
ORD-0182,CUST-8908,PROD-310,Blender,Kitchen,2,81.78,163.56,pending,US,2024-01-15 21:39:00
ORD-0183,CUST-3481,PROD-418,Wall Clock,Home,5,98.17,490.85,delivered,NL,2024-01-15 17:05:57
ORD-0184,CUST-5164,PROD-044,Wireless Headphones,Electronics,5,174.53,872.65,pending,GB,2024-01-15 16:16:48
ORD-0185,CUST-0842,PROD-100,Notebook Set,Office,2,27.1,54.2,pending,SE,2024-01-15 21:40:10
ORD-0186,CUST-9076,PROD-071,Casual Sneakers,Footwear,4,98.14,392.56,confirmed,AU,2024-01-15 19:00:18
ORD-0187,CUST-4075,PROD-305,Foam Roller,Sports,3,46.98,140.94,delivered,SE,2024-01-15 22:23:19
ORD-0188,CUST-9008,PROD-405,Throw Blanket,Home,5,50.83,254.15,shipped,AU,2024-01-15 13:19:36
ORD-0189,CUST-8077,PROD-308,Mechanical Keyboard,Electronics,4,88.14,352.56,shipped,KR,2024-01-15 12:46:39
ORD-0190,CUST-5657,PROD-198,Foam Roller,Sports,4,22.34,89.36,delivered,KR,2024-01-15 17:01:30
ORD-0191,CUST-9810,PROD-160,Mechanical Keyboard,Electronics,4,56.18,224.72,confirmed,JP,2024-01-15 14:02:54
ORD-0192,CUST-5871,PROD-064,Standing Desk Mat,Office,3,46.31,138.93,delivered,KR,2024-01-15 17:55:12
ORD-0193,CUST-6639,PROD-211,Ceramic Mug,Kitchen,1,48.53,48.53,delivered,JP,2024-01-15 20:10:11
ORD-0194,CUST-1732,PROD-100,Bluetooth Speaker,Electronics,2,112.25,224.5,shipped,US,2024-01-15 18:56:22
ORD-0195,CUST-9417,PROD-424,Standing Desk Mat,Office,5,12.63,63.15,cancelled,SE,2024-01-15 23:49:00
ORD-0196,CUST-4429,PROD-480,Trail Boots,Footwear,3,93.93,281.79,delivered,CA,2024-01-15 20:57:28
ORD-0197,CUST-1636,PROD-011,Desk Lamp,Home,5,14.4,72.0,shipped,JP,2024-01-15 19:32:47
ORD-0198,CUST-2951,PROD-221,Noise-Cancelling Earbuds,Electronics,5,94.83,474.15,confirmed,DE,2024-01-15 17:47:24
ORD-0199,CUST-5225,PROD-038,Sandals,Footwear,3,48.86,146.58,pending,CA,2024-01-15 13:48:15
ORD-0200,CUST-2364,PROD-002,Mechanical Keyboard,Electronics,5,113.44,567.2,shipped,SG,2024-01-15 23:26:40
ORD-0201,CUST-1077,PROD-238,Casual Sneakers,Footwear,4,67.1,268.4,confirmed,SG,2024-01-15 13:04:51
ORD-0202,CUST-7537,PROD-204,Sandals,Footwear,3,75.13,225.39,shipped,AU,2024-01-16 00:19:42
ORD-0203,CUST-0711,PROD-011,Insulated Tumbler,Kitchen,5,111.17,555.85,confirmed,DE,2024-01-16 00:07:38
ORD-0204,CUST-4346,PROD-357,Coffee Maker,Kitchen,2,111.76,223.52,confirmed,DE,2024-01-15 13:26:24
ORD-0205,CUST-8399,PROD-130,Notebook Set,Office,2,32.32,64.64,shipped,SE,2024-01-15 21:57:05
ORD-0206,CUST-7259,PROD-072,Air Purifier,Home,2,152.85,305.7,confirmed,SG,2024-01-15 17:57:24
ORD-0207,CUST-9029,PROD-301,Sandals,Footwear,1,66.38,66.38,shipped,CA,2024-01-15 23:14:15
ORD-0208,CUST-7747,PROD-433,Ceramic Mug,Kitchen,4,76.29,305.16,pending,CA,2024-01-15 22:40:32
ORD-0209,CUST-8716,PROD-287,Noise-Cancelling Earbuds,Electronics,4,133.36,533.44,delivered,JP,2024-01-15 17:20:49
ORD-0210,CUST-2498,PROD-124,Scented Candle,Home,4,55.5,222.0,confirmed,KR,2024-01-15 16:55:30
ORD-0211,CUST-4116,PROD-130,Casual Sneakers,Footwear,3,54.16,162.48,shipped,SG,2024-01-15 17:12:07
ORD-0212,CUST-4091,PROD-457,Wireless Headphones,Electronics,4,131.89,527.56,confirmed,BR,2024-01-15 17:21:48
ORD-0213,CUST-6760,PROD-277,Jump Rope,Sports,3,25.4,76.2,shipped,SG,2024-01-15 19:03:51
ORD-0214,CUST-2198,PROD-434,Wireless Headphones,Electronics,3,86.1,258.3,cancelled,NL,2024-01-15 17:59:12
ORD-0215,CUST-8156,PROD-245,Yoga Mat,Sports,2,45.62,91.24,delivered,SG,2024-01-15 15:20:45
ORD-0216,CUST-8762,PROD-037,Blender,Kitchen,5,114.01,570.05,shipped,SG,2024-01-15 17:10:48
ORD-0217,CUST-2415,PROD-119,Notebook Set,Office,1,32.27,32.27,confirmed,JP,2024-01-15 17:49:31
ORD-0218,CUST-1887,PROD-438,Yoga Mat,Sports,3,37.63,112.89,pending,JP,2024-01-15 16:21:24
ORD-0219,CUST-9699,PROD-271,Coffee Maker,Kitchen,2,128.46,256.92,delivered,FR,2024-01-15 14:05:00
ORD-0220,CUST-6758,PROD-256,Foam Roller,Sports,2,36.61,73.22,confirmed,JP,2024-01-15 18:41:40
ORD-0221,CUST-6425,PROD-098,Running Shoes,Footwear,1,103.84,103.84,confirmed,KR,2024-01-15 17:30:55
ORD-0222,CUST-0554,PROD-445,Ceramic Mug,Kitchen,1,106.67,106.67,confirmed,KR,2024-01-16 01:49:18
